"species","family","genus","garden","pres"
"Nardus stricta","Poaceae","Nardus","la",1
"Anthemis cotula","Asteraceae","Anthemis","la",1
"Globularia cordifolia","Plantaginaceae","Globularia","la",1
"Phedimus aizoon","Crassulaceae","Phedimus","la",1
"Phedimus selskianus","Crassulaceae","Phedimus","la",1
"Sedum lividum","Crassulaceae","Sedum","la",1
"Koeleria vallesiana","Poaceae","Koeleria","la",1
"Carex humilis","Cyperaceae","Carex","la",1
"Sedum kamtschaticum","Crassulaceae","Sedum","la",1
"Sempervivum montanum","Crassulaceae","Sempervivum","la",1
"Daphne cneorum","Thymelaeaceae","Daphne","la",1
"Staehelina uniflosculosa","Asteraceae","Staehelina","la",1
"Genista radiata","Fabaceae","Genista","la",1
"Setaria verticilliformis","Poaceae","Setaria","la",1
"Tulipa gesneriana","Liliaceae","Tulipa","la",1
"Reseda lutea","Resedaceae","Reseda","la",1
"Gentiana ciliata","Gentianaceae","Gentiana","la",1
"Potentilla alba","Rosaceae","Potentilla","la",1
"Sedum sexangulare","Crassulaceae","Sedum","la",1
"Hyacinthoides hispanica","Asparagaceae","Hyacinthoides","la",1
"Crepis froelichiana","Asteraceae","Crepis","la",1
"Clinopodium vulgare subsp. vulgare","Lamiaceae","Clinopodium","la",1
"Sesleria caerulea","Poaceae","Sesleria","la",1
"Buglossoides purpurocaerulea","Boraginaceae","Buglossoides","la",1
"Hippocrepis emerus","Fabaceae","Hippocrepis","la",1
"Trifolium aureum","Fabaceae","Trifolium","la",1
"Helianthemum nummularium subsp. obscurum","Cistaceae","Helianthemum","la",1
"Silene acaulis","Caryophyllaceae","Silene","la",1
"Allium roseum","Amaryllidaceae","Allium","la",1
"Phleum alpinum","Poaceae","Phleum","la",1
"Saponaria haussknechtii","Caryophyllaceae","Saponaria","la",1
"Arctanthemum arcticum","Asteraceae","Arctanthemum","la",1
"Thalictrum minus","Ranunculaceae","Thalictrum","la",1
"Scrophularia canina","Scrophulariaceae","Scrophularia","la",1
"Ziziphus jujuba","Rhamnaceae","Ziziphus","la",1
"Aira caryophyllea","Poaceae","Aira","la",1
"Chamaecytisus hirsutus","Fabaceae","Chamaecytisus","la",1
"Setaria viridis","Poaceae","Setaria","la",1
"Cyclamen hederifolium","Primulaceae","Cyclamen","la",1
"Saxifraga cochlearis","Saxifragaceae","Saxifraga","la",1
"Magnolia stellata","Magnoliaceae","Magnolia","la",1
"Iris pseudacorus","Iridaceae","Iris","la",1
"Arenaria ligericina","Caryophyllaceae","Arenaria","la",1
"Hyacinthoides non-scripta","Asparagaceae","Hyacinthoides","la",1
"Dianthus furcatus","Caryophyllaceae","Dianthus","la",1
"Aethionema saxatile","Brassicaceae","Aethionema","la",1
"Iris foetidissima","Iridaceae","Iris","la",1
"Potentilla caulescens var. petiolulata","Rosaceae","Potentilla","la",1
"Campanula petraea","Campanulaceae","Campanula","la",1
"Iris lutescens","Iridaceae","Iris","la",1
"Linum campanulatum","Linaceae","Linum","la",1
"Teucrium x contejeani","Lamiaceae","Teucrium","la",1
"Melica ciliata","Poaceae","Melica","la",1
"Globularia cordifolia","Plantaginaceae","Globularia","la",1
"Linum narbonense","Linaceae","Linum","la",1
"Fritillaria davisii","Liliaceae","Fritillaria","la",1
"Tulipa agenensis","Liliaceae","Tulipa","la",1
"Tulipa vvedenskyi","Liliaceae","Tulipa","la",1
"Potentilla cinerea","Rosaceae","Potentilla","la",1
"Helianthemum lunulatum","Cistaceae","Helianthemum","la",1
"Chamaecytisus supinus","Fabaceae","Chamaecytisus","la",1
"Aphyllanthes monspeliensis","Asparagaceae","Aphyllanthes","la",1
"Linaria supina","Plantaginaceae","Linaria","la",1
"Antirrhinum molle","Plantaginaceae","Antirrhinum","la",1
"Convolvulus cantabrica","Convolvulaceae","Convolvulus","la",1
"Scilla hyacinthoides","Asparagaceae","Scilla","la",1
"Sedum stoloniferum","Crassulaceae","Sedum","la",1
"Carthamus mitissimus","Asteraceae","Carthamus","la",1
"Sherardia arvensis","Rubiaceae","Sherardia","la",1
"Tulipa praecox","Liliaceae","Tulipa","la",1
"Carex brevicollis","Cyperaceae","Carex","la",1
"Seseli montanum","Apiaceae","Seseli","la",1
"Cistus laurifolius","Cistaceae","Cistus","la",1
"Teucrium marum","Lamiaceae","Teucrium","la",1
"Genista lobelii","Fabaceae","Genista","la",1
"Narcissus triandrus subsp. triandrus","Amaryllidaceae","Narcissus","la",1
"Erinus alpinus","Plantaginaceae","Erinus","la",1
"Allium moly","Amaryllidaceae","Allium","la",1
"Thymus serpyllum","Lamiaceae","Thymus","la",1
"Dianthus plumarius","Caryophyllaceae","Dianthus","la",1
"Astragalus danicus","Fabaceae","Astragalus","la",1
"Minuartia villarii","Caryophyllaceae","Minuartia","la",1
"Ranunculus millefoliatus","Ranunculaceae","Ranunculus","la",1
"Draba aizoides","Brassicaceae","Draba","la",1
"Teucrium lucidum","Lamiaceae","Teucrium","la",1
"Pulsatilla rubra","Ranunculaceae","Pulsatilla","la",1
"Armeria girardii","Plumbaginaceae","Armeria","la",1
"Artemisia chamaemelifolia","Asteraceae","Artemisia","la",1
"Cytisus decumbens","Fabaceae","Cytisus","la",1
"Ononis cristata","Fabaceae","Ononis","la",1
"Prunella hyssopifolia","Lamiaceae","Prunella","la",1
"Silene saxifraga","Caryophyllaceae","Silene","la",1
"Ptilotrichum macrocarpum","Brassicaceae","Ptilotrichum","la",1
"Saponaria calabrica","Caryophyllaceae","Saponaria","la",1
"Teucrium polium","Lamiaceae","Teucrium","la",1
"Urospermum dalechampii","Asteraceae","Urospermum","la",1
"Rhodothamnus chamaecistus","Ericaceae","Rhodothamnus","la",1
"Edraianthus graminifolius","Campanulaceae","Edraianthus","la",1
"Inula candida","Asteraceae","Inula","la",1
"Rhodothamnus chamaecistus","Ericaceae","Rhodothamnus","la",1
"Centaurea atropurpurea","Asteraceae","Centaurea","la",1
"Linum viscosum","Linaceae","Linum","la",1
"Telekia speciosissima","Asteraceae","Telekia","la",1
"Campanula waldsteiniana","Campanulaceae","Campanula","la",1
"Silene auriculata","Caryophyllaceae","Silene","la",1
"Saxifraga crustata","Saxifragaceae","Saxifraga","la",1
"Geranium dalmaticum","Geraniaceae","Geranium","la",1
"Geranium x cantabrigiense","Geraniaceae","Geranium","la",1
"Arabis procurrens","Brassicaceae","Arabis","la",1
"Allium","Amaryllidaceae","Allium","la",1
"Saxifraga hostii","Saxifragaceae","Saxifraga","la",1
"Aethionema","Brassicaceae","Aethionema","la",1
"Armeria canescens","Plumbaginaceae","Armeria","la",1
"Sedum telephium subsp. fabaria","Crassulaceae","Sedum","la",1
"Paederota lutea","Plantaginaceae","Paederota","la",1
"Thymus praecox","Lamiaceae","Thymus","la",1
"Campanula fenestrellata","Campanulaceae","Campanula","la",1
"Saxifraga","Saxifragaceae","Saxifraga","la",1
"Scabiosa silenifolia","Caprifoliaceae","Scabiosa","la",1
"Potentilla micrantha","Rosaceae","Potentilla","la",1
"Saxifraga ferdinandi-coburgi","Saxifragaceae","Saxifraga","la",1
"Ramonda myconi","Gesneriaceae","Ramonda","la",1
"Verbascum blattaria","Scrophulariaceae","Verbascum","la",1
"Hypericum olympicum","Hypericaceae","Hypericum","la",1
"Eryngium amethystinum","Apiaceae","Eryngium","la",1
"Aconitum moldavicum","Ranunculaceae","Aconitum","la",1
"Astragalus greuteri","Fabaceae","Astragalus","la",1
"Saxifraga paniculata","Saxifragaceae","Saxifraga","la",1
"Sedum telephium subsp. maximum","Crassulaceae","Sedum","la",1
"Thalictrum delavayi","Ranunculaceae","Thalictrum","la",1
"Synthyris missurica","Plantaginaceae","Synthyris","la",1
"Allium sikkimense","Amaryllidaceae","Allium","la",1
"Morina nepalensis var. nepalensis","Caprifoliaceae","Morina","la",1
"Asperula hirta","Rubiaceae","Asperula","la",1
"Pinus sylvestris","Pinaceae","Pinus","la",1
"Clematis mandshurica","Ranunculaceae","Clematis","la",1
"Lygodium japonicum","Lygodiaceae","Lygodium","la",1
"Primula beesiana","Primulaceae","Primula","la",1
"Sarcococca hookeriana var. digyna","Buxaceae","Sarcococca","la",1
"Primula rosea","Primulaceae","Primula","la",1
"Epimedium diphyllum","Berberidaceae","Epimedium","la",1
"Aquilegia flabellata","Ranunculaceae","Aquilegia","la",1
"Arisaema flavum","Araceae","Arisaema","la",1
"Arisaema ringens","Araceae","Arisaema","la",1
"Ophiopogon japonicus","Asparagaceae","Ophiopogon","la",1
"Arisaema taiwanense","Araceae","Arisaema","la",1
"Cypripedium formosanum","Orchidaceae","Cypripedium","la",1
"Cypripedium japonicum","Orchidaceae","Cypripedium","la",1
"Thalictrum dipterocarpum","Ranunculaceae","Thalictrum","la",1
"Chelonopsis moschata","Lamiaceae","Chelonopsis","la",1
"Allium cristophii","Amaryllidaceae","Allium","la",1
"Veronicastrum sibiricum","Plantaginaceae","Veronicastrum","la",1
"Kirengeshoma palmata","Hydrangeaceae","Kirengeshoma","la",1
"Pachysandra terminalis","Buxaceae","Pachysandra","la",1
"Polygonum affine","Polygonaceae","Polygonum","la",1
"Spiraea japonica","Rosaceae","Spiraea","la",1
"Inula magnifica","Asteraceae","Inula","la",1
"Podophyllum hexandrum","Berberidaceae","Podophyllum","la",1
"Betonica nivea subsp. abchasica","Lamiaceae","Betonica","la",1
"Pilea plataniflora","Urticaceae","Pilea","la",1
"Gillenia trifoliata","Rosaceae","Gillenia","la",1
"Spiraea japonica","Rosaceae","Spiraea","la",1
"Helleborus","Ranunculaceae","Helleborus","la",1
"Phedimus middendorffianus","Crassulaceae","Phedimus","la",1
"Clematis heracleifolia","Ranunculaceae","Clematis","la",1
"Aster ovatus","Asteraceae","Aster","la",1
"Bergenia purpurascens","Saxifragaceae","Bergenia","la",1
"Bletilla striata","Orchidaceae","Bletilla","la",1
"Iris tectorum","Iridaceae","Iris","la",1
"Astilbe thunbergii var. taquetii","Saxifragaceae","Astilbe","la",1
"Saxifraga stolonifera","Saxifragaceae","Saxifraga","la",1
"Begonia grandis","Begoniaceae","Begonia","la",1
"Plagiorhegma dubium","Berberidaceae","Plagiorhegma","la",1
"Hypericum beanii","Hypericaceae","Hypericum","la",1
"Globba racemosa","Zingiberaceae","Globba","la",1
"Tiarella cordifolia","Saxifragaceae","Tiarella","la",1
"Allium cyaneum","Amaryllidaceae","Allium","la",1
"Hosta montana","Asparagaceae","Hosta","la",1
"Haberlea rhodopensis","Gesneriaceae","Haberlea","la",1
"Duchesnea indica","Rosaceae","Duchesnea","la",1
"Narcissus x johnstonii","Amaryllidaceae","Narcissus","la",1
"Roscoea cautleyoides","Zingiberaceae","Roscoea","la",1
"Carex otrubae","Cyperaceae","Carex","la",1
"Heuchera americana","Saxifragaceae","Heuchera","la",1
"Astilbe chinensis var. pumila","Saxifragaceae","Astilbe","la",1
"Rhododendron x intermedium","Ericaceae","Rhododendron","la",1
"Campanula sarmatica","Campanulaceae","Campanula","la",1
"Moltkia doerfleri","Boraginaceae","Moltkia","la",1
"Codonopsis clematidea","Campanulaceae","Codonopsis","la",1
"Corchoropsis tomentosa","Malvaceae","Corchoropsis","la",1
"Ornithogalum exscapum","Asparagaceae","Ornithogalum","la",1
"Arenaria gracilis","Caryophyllaceae","Arenaria","la",1
"Asyneuma limonifolium","Campanulaceae","Asyneuma","la",1
"Erythronium tuolumnense","Liliaceae","Erythronium","la",1
"Astragalus angustiflorus","Fabaceae","Astragalus","la",1
"Daphne kosaninii","Thymelaeaceae","Daphne","la",1
"Globularia bisnagarica","Plantaginaceae","Globularia","la",1
"Moltkia petraea","Boraginaceae","Moltkia","la",1
"Lomelosia argentea","Caprifoliaceae","Lomelosia","la",1
"Veronica spicata subsp. incana","Plantaginaceae","Veronica","la",1
"Cerastium grandiflorum","Caryophyllaceae","Cerastium","la",1
"Scrophularia sambucifolia","Scrophulariaceae","Scrophularia","la",1
"Hyacinthoides italica","Asparagaceae","Hyacinthoides","la",1
"Globularia meridionalis","Plantaginaceae","Globularia","la",1
"Achillea grandifolia","Asteraceae","Achillea","la",1
"Rosa sicula","Rosaceae","Rosa","la",1
"Potentilla incana","Rosaceae","Potentilla","la",1
"Sideritis scardica","Lamiaceae","Sideritis","la",1
"Genista","Fabaceae","Genista","la",1
"Acanthus spinosus","Acanthaceae","Acanthus","la",1
"Campanula poscharskyana","Campanulaceae","Campanula","la",1
"Gentiana septemfida var. lagodechiana","Gentianaceae","Gentiana","la",1
"Cistus inflatus","Cistaceae","Cistus","la",1
"Jasione heldreichii","Campanulaceae","Jasione","la",1
"Genista sericea","Fabaceae","Genista","la",1
"Gentiana walujewii","Gentianaceae","Gentiana","la",1
"Omphalodes linifolia","Boraginaceae","Omphalodes","la",1
"Aconitum volubile","Ranunculaceae","Aconitum","la",1
"Morina persica","Caprifoliaceae","Morina","la",1
"Geum coccineum","Rosaceae","Geum","la",1
"Tanacetum argenteum","Asteraceae","Tanacetum","la",1
"Dianthus seguieri subsp. gautieri","Caryophyllaceae","Dianthus","la",1
"Paeonia tenuifolia","Paeoniaceae","Paeonia","la",1
"Silene compacta","Caryophyllaceae","Silene","la",1
"Colchicum laetum","Colchicaceae","Colchicum","la",1
"Cerinthe glabra subsp. tenuiflora","Boraginaceae","Cerinthe","la",1
"Acanthus hungaricus","Acanthaceae","Acanthus","la",1
"Origanum laevigatum","Lamiaceae","Origanum","la",1
"Erodium chrysanthum","Geraniaceae","Erodium","la",1
"Geranium robertianum subsp. purpureum","Geraniaceae","Geranium","la",1
"Bellevalia paradoxa","Asparagaceae","Bellevalia","la",1
"Lithodora zahnii","Boraginaceae","Lithodora","la",1
"Gladiolus atroviolaceus","Iridaceae","Gladiolus","la",1
"Sternbergia lutea","Amaryllidaceae","Sternbergia","la",1
"Cytisus emeriflorus","Fabaceae","Cytisus","la",1
"Allium karataviense","Amaryllidaceae","Allium","la",1
"Iris suaveolens","Iridaceae","Iris","la",1
"Tulipa pulchella","Liliaceae","Tulipa","la",1
"Muscari botryoides","Asparagaceae","Muscari","la",1
"Crocus kotschyanus subsp. kotschyanus","Iridaceae","Crocus","la",1
"Daphne blagayana","Thymelaeaceae","Daphne","la",1
"Crocus flavus","Iridaceae","Crocus","la",1
"Crocus robertianus","Iridaceae","Crocus","la",1
"Cypripedium","Orchidaceae","Cypripedium","la",1
"Saxifraga umbrosa","Saxifragaceae","Saxifraga","la",1
"Potentilla pedata","Rosaceae","Potentilla","la",1
"Lamium orvala","Lamiaceae","Lamium","la",1
"Cypripedium reginae","Orchidaceae","Cypripedium","la",1
"Allium monadelphum","Amaryllidaceae","Allium","la",1
"Anemone nemorosa","Ranunculaceae","Anemone","la",1
"Helictotrichon sempervirens","Poaceae","Helictotrichon","la",1
"Trillium luteum","Melanthiaceae","Trillium","la",1
"Athyrium filix-femina","Aspleniaceae","Athyrium","la",1
"Trillium cernuum","Melanthiaceae","Trillium","la",1
"Haberlea ferdinandi-coburgii","Gesneriaceae","Haberlea","la",1
"Tripleurospermum caucasicum","Asteraceae","Tripleurospermum","la",1
"Helleborus cyclophyllus","Ranunculaceae","Helleborus","la",1
"Chionodoxa luciliae","Asparagaceae","Chionodoxa","la",1
"Potentilla salesoviana","Rosaceae","Potentilla","la",1
"Cornus nuttallii","Cornaceae","Cornus","la",1
"Allium insubricum","Amaryllidaceae","Allium","la",1
"Iris sibirica","Iridaceae","Iris","la",1
"Adiantum pedatum","Pteridaceae","Adiantum","la",1
"Crocus sieberi subsp. sublimis","Iridaceae","Crocus","la",1
"Iris sintenisii","Iridaceae","Iris","la",1
"Crocus kotschyanus","Iridaceae","Crocus","la",1
"Dracocephalum ruyschiana","Lamiaceae","Dracocephalum","la",1
"Centaurea macrocephala","Asteraceae","Centaurea","la",1
"Paeonia officinalis subsp. banatica","Paeoniaceae","Paeonia","la",1
"Cardiocrinum giganteum","Liliaceae","Cardiocrinum","la",1
"Draba bruniifolia subsp. olympica","Brassicaceae","Draba","la",1
"Veronica pectinata","Plantaginaceae","Veronica","la",1
"Achillea moschata","Asteraceae","Achillea","la",1
"Achillea ageratifolia","Asteraceae","Achillea","la",1
"Pseudomuscari","Asparagaceae","Pseudomuscari","la",1
"Dianthus subacaulis","Caryophyllaceae","Dianthus","la",1
"Thymus praecox subsp. arcticus","Lamiaceae","Thymus","la",1
"Helianthemum nummularium subsp. pyrenaicum","Cistaceae","Helianthemum","la",1
"Amsonia orientalis","Apocynaceae","Amsonia","la",1
"Acis ionica","Amaryllidaceae","Acis","la",1
"Paeonia tenuifolia","Paeoniaceae","Paeonia","la",1
"Scutellaria albida","Lamiaceae","Scutellaria","la",1
"Parapimpinella siifolia","Apiaceae","Parapimpinella","la",1
"Allium neapolitanum","Amaryllidaceae","Allium","la",1
"Gladiolus communis","Iridaceae","Gladiolus","la",1
"Daphne sericea","Thymelaeaceae","Daphne","la",1
"Geranium endressii","Geraniaceae","Geranium","la",1
"Saponaria caespitosa","Caryophyllaceae","Saponaria","la",1
"Erinacea anthyllis","Fabaceae","Erinacea","la",1
"Saxifraga umbrosa","Saxifragaceae","Saxifraga","la",1
"Eryngium bourgatii","Apiaceae","Eryngium","la",1
"Erodium manescavi","Geraniaceae","Erodium","la",1
"Potentilla pyrenaica","Rosaceae","Potentilla","la",1
"Teucrium pyrenaicum","Lamiaceae","Teucrium","la",1
"Geum pyrenaicum","Rosaceae","Geum","la",1
"Echinospartum horridum","Fabaceae","Echinospartum","la",1
"Hypericum balearicum","Hypericaceae","Hypericum","la",1
"Genista hispanica","Fabaceae","Genista","la",1
"Sideritis hyssopifolia","Lamiaceae","Sideritis","la",1
"Erysimum ochroleucum","Brassicaceae","Erysimum","la",1
"Cneorum tricoccon","Rutaceae","Cneorum","la",1
"Asphodelus albus","Asphodelaceae","Asphodelus","la",1
"Globularia gracilis","Plantaginaceae","Globularia","la",1
"Prunella grandiflora subsp. pyrenaica","Lamiaceae","Prunella","la",1
"Geranium renardii","Geraniaceae","Geranium","la",1
"Incarvillea olgae","Bignoniaceae","Incarvillea","la",1
"Nonea lutea","Boraginaceae","Nonea","la",1
"Lychnis viscaria subsp. atropurpurea","Caryophyllaceae","Lychnis","la",1
"Centaurea simplicicaulis","Asteraceae","Centaurea","la",1
"Verbascum speciosum","Scrophulariaceae","Verbascum","la",1
"Dracocephalum grandiflorum","Lamiaceae","Dracocephalum","la",1
"Sedum cepaea","Crassulaceae","Sedum","la",1
"Crocus ancyrensis","Iridaceae","Crocus","la",1
"Arenaria gypsophiloides","Caryophyllaceae","Arenaria","la",1
"Acantholimon ulicinum","Plumbaginaceae","Acantholimon","la",1
"Crocus kotschyanus","Iridaceae","Crocus","la",1
"Nepeta","Lamiaceae","Nepeta","la",1
"Iris pumila","Iridaceae","Iris","la",1
"Dryas grandis","Rosaceae","Dryas","la",1
"Dianthus viscidus","Caryophyllaceae","Dianthus","la",1
"Dracocephalum nutans","Lamiaceae","Dracocephalum","la",1
"Androsace sempervivoides","Primulaceae","Androsace","la",1
"Stachys lavandulifolia","Lamiaceae","Stachys","la",1
"Silene saxatilis","Caryophyllaceae","Silene","la",1
"Scutellaria orientalis","Lamiaceae","Scutellaria","la",1
"Penstemon azureus","Plantaginaceae","Penstemon","la",1
"Salvia aethiopis","Lamiaceae","Salvia","la",1
"Geranium albiflorum","Geraniaceae","Geranium","la",1
"Ramonda nathaliae","Gesneriaceae","Ramonda","la",1
"Tulipa humilis","Liliaceae","Tulipa","la",1
"Serratula seoanei","Asteraceae","Serratula","la",1
"Bellevalia wilhelmsii","Asparagaceae","Bellevalia","la",1
"Aster sibiricus","Asteraceae","Aster","la",1
"Anthemis marschalliana","Asteraceae","Anthemis","la",1
"Scutellaria orientalis subsp. pinnatifida","Lamiaceae","Scutellaria","la",1
"Iris dichotoma","Iridaceae","Iris","la",1
"Colchicum autumnale","Colchicaceae","Colchicum","la",1
"Minuartia laricifolia subsp. kitaibelii","Caryophyllaceae","Minuartia","la",1
"Fritillaria uva-vulpis","Liliaceae","Fritillaria","la",1
"Dryas caucasica","Rosaceae","Dryas","la",1
"Veronica multifida","Plantaginaceae","Veronica","la",1
"Silene dinarica","Caryophyllaceae","Silene","la",1
"Arenaria dianthoides","Caryophyllaceae","Arenaria","la",1
"Dianthus pavonius","Caryophyllaceae","Dianthus","la",1
"Hieracium caespitosum","Asteraceae","Hieracium","la",1
"Centaurea phaeopappoides","Asteraceae","Centaurea","la",1
"Allium aflatunense","Amaryllidaceae","Allium","la",1
"Linum perenne subsp. extraaxillare","Linaceae","Linum","la",1
"Coluria geoides","Rosaceae","Coluria","la",1
"Asyneuma campanuloides","Campanulaceae","Asyneuma","la",1
"Campanula carnica","Campanulaceae","Campanula","la",1
"Ornithogalum oligophyllum","Asparagaceae","Ornithogalum","la",1
"Tulipa biflora","Liliaceae","Tulipa","la",1
"Veronica armena","Plantaginaceae","Veronica","la",1
